rocket_id,design_id,regime_label,p_unstable,servo_slew_deg_s,exp4_full_go,exp1_go,baseline_agrees,n_decision_flips,candidate_false_optimism,candidate_false_pessimism,needs_paired_run,decision_flip_wind,decision_flip_slew,decision_flip_sensor_noise,decision_flip_backlash,decision_flip_thrust_var,decision_flip_latency,decision_flip_deadband
R0483,483,EASY,1.173165243294089,44.51500083768511,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0484,484,EASY,0.5190521884645376,60.8533103929428,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0485,485,FRAGILE,0.7514511953846994,26.789697735871275,False,True,False,5,False,True,True,1,1,1,1,1,0,0
R0486,486,EASY,1.7510980891173404,103.02610631670348,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0487,487,INFEASIBLE,2.262551262305852,37.87721991556688,False,False,True,3,True,False,True,1,1,1,0,0,0,0
R0488,488,EASY,2.133949606040369,72.00042821636345,False,True,False,1,False,True,True,0,0,1,0,0,0,0
R0489,489,INFEASIBLE,3.2382354540875222,65.52949902300244,False,False,True,1,True,False,True,0,0,1,0,0,0,0
R0490,490,FRAGILE,0.5901500221187301,48.402865234954966,True,True,True,1,False,False,True,0,0,0,1,0,0,0
R0491,491,FRAGILE,0.3488877184435258,57.64495255696455,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0492,492,FRAGILE,0.3611668409598748,36.53923531506352,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0493,493,INFEASIBLE,2.260639620256826,51.83656896742528,False,False,True,2,True,False,True,1,0,1,0,0,0,0
R0494,494,INFEASIBLE,1.992197979889164,82.8544285314053,False,False,True,2,True,False,True,1,0,1,0,0,0,0
R0495,495,FRAGILE,2.194401836950321,89.06103894180279,False,True,False,3,False,True,True,0,1,1,0,0,0,1
R0496,496,EASY,1.7572798468148096,117.49524509025566,False,True,False,1,False,True,True,0,0,1,0,0,0,0
R0497,497,EASY,1.7418208476479238,107.69432866785944,False,True,False,3,False,True,True,1,1,1,0,0,0,0
R0498,498,INFEASIBLE,2.2120032476234,40.05120365594635,False,False,True,3,True,False,True,1,1,1,0,0,0,0
R0499,499,INFEASIBLE,3.0627100599559216,45.5143839448137,False,False,True,2,True,False,True,1,0,1,0,0,0,0
R0500,500,FRAGILE,1.903877690467972,41.11900326351599,False,True,False,5,False,True,True,1,1,1,1,1,0,0
R0501,501,INFEASIBLE,0.5898791346889519,24.52871887916278,False,False,True,3,True,False,True,1,1,1,0,0,0,0
R0502,502,FRAGILE,1.0417015221877453,55.85467921724167,True,True,True,1,False,False,True,0,1,0,0,0,0,0
R0503,503,EASY,0.8764155068470622,34.71928152241311,True,True,True,1,False,False,True,0,0,0,1,0,0,0
R0504,504,FRAGILE,2.4272433839750653,58.26839557395335,False,True,False,2,False,True,True,1,0,1,0,0,0,0
R0505,505,EASY,2.121121111048364,45.91436131825781,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0506,506,EASY,0.918654192442006,100.04277338521578,False,True,False,5,False,True,True,1,0,1,1,0,1,1
R0507,507,EASY,0.9698165729630668,40.66094350120424,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0508,508,EASY,1.7710916919017627,80.8278038212703,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0509,509,FRAGILE,1.4860345533563195,61.34627249517658,False,True,False,3,False,True,True,1,1,1,0,0,0,0
R0510,510,FRAGILE,1.757321161077964,83.38236784809737,False,True,False,4,False,True,True,0,1,1,1,1,0,0
R0511,511,INFEASIBLE,2.0776524584954688,116.39625159508417,False,False,True,3,True,False,True,1,0,1,1,0,0,0
R0512,512,EASY,1.888126900506617,56.40140161636386,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0513,513,EASY,0.6792349899476566,116.68294095095156,True,True,True,1,False,False,True,0,1,0,0,0,0,0
R0514,514,INFEASIBLE,2.88842138005065,24.22157483004808,False,False,True,2,True,False,True,0,1,1,0,0,0,0
R0515,515,EASY,1.1841911070803526,70.13120466932918,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0516,516,EASY,2.410996008684847,74.44004511613899,False,True,False,2,False,True,True,0,1,1,0,0,0,0
R0517,517,FRAGILE,2.191519289190351,99.12833760525528,False,True,False,3,False,True,True,0,1,1,0,1,0,0
R0518,518,EASY,0.5654167610177138,102.08063926117958,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0519,519,EASY,2.363475506828218,105.11957921281233,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0520,520,EASY,0.9885348486325752,113.30399310044714,True,True,True,1,False,False,True,0,0,0,1,0,0,0
R0521,521,FRAGILE,1.2043816233830735,34.83853647325778,True,True,True,1,False,False,True,0,1,0,0,0,0,0
R0522,522,FRAGILE,1.780439055618088,110.20981726752848,False,True,False,5,False,True,True,1,1,1,1,1,0,0
R0523,523,EASY,1.176270785374451,73.37822368735576,False,True,False,6,False,True,True,1,1,1,1,1,0,1
R0524,524,FRAGILE,1.1305544254276625,82.71753783681669,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0525,525,EASY,1.6040084444643985,89.15569360399691,True,True,True,2,False,False,True,0,1,0,1,0,0,0
R0526,526,INFEASIBLE,1.5622791542911731,34.60890851842944,False,False,True,3,True,False,True,1,1,1,0,0,0,0
R0527,527,EASY,1.0814511287170483,49.375938291721965,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0528,528,EASY,1.1422595554251345,69.3802629417342,True,True,True,1,False,False,True,0,1,0,0,0,0,0
R0529,529,EASY,1.34758118745267,58.00993308849685,False,True,False,3,False,True,True,1,1,1,0,0,0,0
R0530,530,EASY,0.5272254996977176,53.56053279012787,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0531,531,EASY,1.0912764355310576,67.29728513083683,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0532,532,EASY,1.9042178372831848,88.39238415223366,False,True,False,4,False,True,True,1,1,1,1,0,0,0
R0533,533,FRAGILE,1.1134732994636782,80.1552790024935,True,True,True,3,False,False,True,0,1,0,0,1,1,0
R0534,534,FRAGILE,0.6025558366261499,92.24979905021402,True,True,True,1,False,False,True,0,0,0,1,0,0,0
R0535,535,EASY,0.7242303972656279,26.12214284315472,True,True,True,1,False,False,True,0,1,0,0,0,0,0
R0536,536,FRAGILE,0.6019732367099866,102.57379560856918,True,True,True,1,False,False,True,0,1,0,0,0,0,0
R0537,537,INFEASIBLE,0.6509493523468407,53.76213908069628,False,False,True,4,True,False,True,1,1,1,1,0,0,0
R0538,538,EASY,0.989794601914873,77.2253905410546,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0539,539,INFEASIBLE,2.778958179443496,53.02373966471192,False,False,True,1,True,False,True,0,0,1,0,0,0,0
R0540,540,EASY,1.060620189951976,97.1570810331308,True,True,True,2,False,False,True,0,1,0,1,0,0,0
R0541,541,FRAGILE,1.1477951881089117,23.728787732351165,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0542,542,INFEASIBLE,2.1743228831921875,61.71882577389511,False,False,True,2,True,False,True,1,0,1,0,0,0,0
R0543,543,EASY,0.649365603019375,107.60113414744146,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0544,544,EASY,1.2732161381419027,91.99629521029696,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0545,545,FRAGILE,1.143422297981095,43.96260944011735,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0546,546,FRAGILE,2.0842125727116843,34.41370584016425,False,True,False,3,False,True,True,1,1,1,0,0,0,0
R0547,547,EASY,0.9867576546550122,102.34371348001714,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0548,548,FRAGILE,0.6182200887848586,96.60839063535884,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0549,549,EASY,0.526359838434799,115.2708890009941,False,True,False,3,False,True,True,1,1,1,0,0,0,0
R0550,550,FRAGILE,2.347648579614756,87.08337349081826,False,True,False,4,False,True,True,1,0,1,0,1,0,1
R0551,551,EASY,0.6015666175584193,76.09450049124796,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0552,552,INFEASIBLE,0.764923620228116,22.896259420959964,False,False,True,3,True,False,True,1,0,1,1,0,0,0
R0553,553,INFEASIBLE,0.4905246341100573,35.02689544636014,False,False,True,3,True,False,True,1,0,1,1,0,0,0
R0554,554,EASY,0.8573947937931604,119.89949217447248,True,True,True,1,False,False,True,0,0,0,1,0,0,0
R0555,555,FRAGILE,1.7101566403901598,41.8732566722069,False,True,False,2,False,True,True,1,0,1,0,0,0,0
R0556,556,EASY,1.1206366397602163,107.26614828493544,False,True,False,5,False,True,True,1,1,1,1,0,0,1
R0557,557,EASY,0.6482612472074228,115.08032810754668,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0558,558,FRAGILE,1.352339044979726,51.21241105071213,True,True,True,1,False,False,True,0,0,0,0,0,0,1
R0559,559,EASY,1.2770878674283772,118.75173081547874,False,True,False,7,False,True,True,1,1,1,1,1,1,1
R0560,560,EASY,2.6735711220470986,33.614435577027066,False,True,False,2,False,True,True,0,1,1,0,0,0,0
R0561,561,INFEASIBLE,1.3972836990330813,24.49711902805681,False,False,True,3,True,False,True,1,1,1,0,0,0,0
R0562,562,INFEASIBLE,2.530201751723974,118.1839573742236,False,False,True,3,True,False,True,1,1,1,0,0,0,0
R0563,563,FRAGILE,1.091349279487507,103.6652644885823,False,True,False,5,False,True,True,1,1,1,1,1,0,0
R0564,564,FRAGILE,0.595799613703453,85.67417754245312,True,True,True,2,False,False,True,0,1,0,1,0,0,0
R0565,565,FRAGILE,1.821184515483944,91.70696754803932,False,True,False,1,False,True,True,0,0,1,0,0,0,0
R0566,566,INFEASIBLE,2.655019565481467,45.795581157142784,False,False,True,2,True,False,True,1,0,1,0,0,0,0
R0567,567,INFEASIBLE,2.091375913535656,39.87035732227155,False,False,True,3,True,False,True,1,1,1,0,0,0,0
R0568,568,EASY,0.4514952825333111,52.15267198001655,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0569,569,FRAGILE,1.6131920291885768,110.79250935066725,False,True,False,6,False,True,True,1,0,1,1,1,1,1
R0570,570,FRAGILE,1.564841262522245,68.88327333270436,False,True,False,5,False,True,True,1,1,1,1,1,0,0
R0571,571,INFEASIBLE,1.0361958234227038,20.14819312581479,False,False,True,3,True,False,True,1,1,1,0,0,0,0
R0572,572,FRAGILE,1.0114668295635123,60.982081525966855,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0573,573,EASY,0.6997698825243369,75.85991947784544,True,True,True,2,False,False,True,0,0,0,1,1,0,0
R0574,574,FRAGILE,0.9185834576874912,92.13351877323814,True,True,True,4,False,False,True,0,1,0,1,1,1,0
R0575,575,EASY,0.9067815365361024,84.07046504766481,True,True,True,2,False,False,True,0,1,0,0,0,1,0
R0576,576,EASY,0.3938542889055256,111.60455369455998,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0577,577,FRAGILE,2.015316386565677,57.05997579736693,True,True,True,2,False,False,True,1,0,0,1,0,0,0
R0578,578,EASY,1.7548900310554885,70.22987682623206,True,True,True,1,False,False,True,0,0,0,1,0,0,0
R0579,579,EASY,1.4301057502756418,82.12095400144835,True,True,True,3,False,False,True,0,1,0,1,0,1,0
R0580,580,FRAGILE,3.0707659212839924,110.440256121172,False,True,False,3,False,True,True,0,1,1,0,1,0,0
R0581,581,EASY,1.5663914130227556,82.4551794657362,False,True,False,2,False,True,True,1,0,1,0,0,0,0
R0582,582,EASY,1.6517493461437431,87.4344969735295,False,True,False,5,False,True,True,1,1,1,0,1,0,1
R0583,583,INFEASIBLE,2.3590732383165647,42.07267149603902,False,False,True,2,True,False,True,1,0,1,0,0,0,0
R0584,584,EASY,0.8899707736806266,105.4501113772952,True,True,True,1,False,False,True,0,0,0,0,0,1,0
R0585,585,FRAGILE,1.1037746181531711,89.31305127535116,True,True,True,1,False,False,True,0,0,0,1,0,0,0
R0586,586,INFEASIBLE,0.9588550416697488,30.450024866745977,False,False,True,2,True,False,True,1,0,1,0,0,0,0
R0587,587,INFEASIBLE,0.6342462687977127,39.9260814507868,False,False,True,3,True,False,True,1,0,1,1,0,0,0
R0588,588,EASY,0.7772095491234303,96.3350281290287,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0589,589,FRAGILE,1.2225206443672123,71.3938880580425,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0590,590,FRAGILE,1.4445882263965977,26.26694522341617,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0591,591,FRAGILE,1.537099457410787,75.35452618399152,False,True,False,5,False,True,True,1,1,1,0,0,1,1
R0592,592,EASY,1.0575710425677078,42.56375598503746,True,True,True,1,False,False,True,0,0,0,1,0,0,0
R0593,593,FRAGILE,0.8327235993400645,81.42017334726927,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0594,594,FRAGILE,2.6384427104649912,116.42037267763143,False,True,False,3,False,True,True,1,0,1,0,0,1,0
R0595,595,EASY,1.7368598895054428,113.14088250521986,False,True,False,5,False,True,True,1,1,1,0,0,1,1
R0596,596,EASY,1.1819453721034292,44.888392117608895,False,True,False,5,False,True,True,1,0,1,1,0,1,1
R0597,597,INFEASIBLE,2.2139659552551025,55.81724306604494,False,False,True,2,True,False,True,1,0,1,0,0,0,0
R0598,598,INFEASIBLE,2.153702565513659,55.04135411940557,False,False,True,2,True,False,True,1,0,1,0,0,0,0
R0599,599,FRAGILE,1.394237213317437,47.109171664199,False,True,False,5,False,True,True,1,1,1,1,1,0,0
R0600,600,EASY,0.6740545205283198,51.68366876195283,True,True,True,1,False,False,True,0,1,0,0,0,0,0
R0601,601,FRAGILE,1.4546941636890018,53.621352598175655,True,True,True,2,False,False,True,0,1,0,1,0,0,0
R0602,602,EASY,0.8855376302369979,114.31040303752668,True,True,True,1,False,False,True,0,0,0,1,0,0,0
R0603,603,EASY,0.6728500572153959,84.14141697494856,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0604,604,INFEASIBLE,0.879940126409759,66.94136772856848,False,False,True,3,True,False,True,1,0,1,1,0,0,0
R0605,605,EASY,0.6768641730860099,58.95519116791219,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0606,606,EASY,1.0655787871660796,79.8899684200302,True,True,True,1,False,False,True,0,0,0,1,0,0,0
R0607,607,FRAGILE,1.29164291832397,21.782320115219832,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0608,608,INFEASIBLE,0.5109555579643078,32.8026346718701,False,False,True,3,True,False,True,1,0,1,1,0,0,0
R0609,609,INFEASIBLE,2.322884650877353,29.76007963912728,False,False,True,3,True,False,True,1,1,1,0,0,0,0
R0610,610,EASY,0.7517324074160031,70.05738439064936,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0611,611,INFEASIBLE,2.1460535548526183,31.919329464568165,False,False,True,3,True,False,True,1,1,1,0,0,0,0
R0612,612,FRAGILE,1.4545370926369634,38.15565475256823,False,True,False,2,False,True,True,1,0,1,0,0,0,0
R0613,613,INFEASIBLE,1.2583119485858258,31.9135954884486,False,False,True,2,True,False,True,1,0,1,0,0,0,0
R0614,614,EASY,1.5260610097991991,66.75857417967029,True,True,True,1,False,False,True,0,1,0,0,0,0,0
R0615,615,EASY,1.5377582367638207,73.287636263135,True,True,True,1,False,False,True,0,0,0,1,0,0,0
R0616,616,INFEASIBLE,2.8720844483163868,90.45421587572164,False,False,True,1,True,False,True,0,0,1,0,0,0,0
R0617,617,EASY,0.4240102282205804,85.91667826264934,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0618,618,FRAGILE,1.896202807925916,73.43625106843322,False,True,False,3,False,True,True,1,1,1,0,0,0,0
R0619,619,FRAGILE,2.0541144544150005,60.64310410783455,False,True,False,3,False,True,True,1,1,1,0,0,0,0
R0620,620,EASY,1.2470991411028698,86.08252807885331,True,True,True,1,False,False,True,0,0,0,1,0,0,0
R0621,621,EASY,1.5463272039200548,57.19647848856874,False,True,False,7,False,True,True,1,1,1,1,1,1,1
R0622,622,EASY,1.765061461967538,60.57387432322429,True,True,True,1,False,False,True,0,0,0,1,0,0,0
R0623,623,INFEASIBLE,2.543243030887869,45.23522219472527,False,False,True,1,True,False,True,0,0,1,0,0,0,0
R0624,624,FRAGILE,0.7911927349326415,32.62082274601517,False,True,False,5,False,True,True,1,1,1,1,1,0,0
R0625,625,EASY,0.5328455522451622,56.09175454497228,True,True,True,3,False,False,True,0,1,0,1,1,0,0
R0626,626,EASY,1.7754498229218916,34.25296219076724,True,True,True,1,False,False,True,0,0,0,1,0,0,0
R0627,627,FRAGILE,1.0875549591498748,39.71977794517858,False,True,False,6,False,True,True,1,0,1,1,1,1,1
R0628,628,INFEASIBLE,1.2161313432612233,36.40742430124471,False,False,True,3,True,False,True,1,1,1,0,0,0,0
R0629,629,INFEASIBLE,2.12494393646166,49.27929948929597,False,False,True,2,True,False,True,1,0,1,0,0,0,0
R0630,630,FRAGILE,0.9549648995535256,67.85974361657019,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0631,631,EASY,1.6125751676969058,85.9136137548497,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0632,632,EASY,1.2701570377619564,73.91515561246169,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0633,633,INFEASIBLE,1.81173804159562,83.13573937028727,False,False,True,2,True,False,True,1,0,1,0,0,0,0
R0634,634,EASY,0.584595035270207,71.87394841529438,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0635,635,INFEASIBLE,3.120149031610821,86.96639655663795,False,False,True,1,True,False,True,0,0,1,0,0,0,0
R0636,636,EASY,1.0528189534620125,59.67102513987789,True,True,True,1,False,False,True,0,1,0,0,0,0,0
R0637,637,INFEASIBLE,2.902994877472011,47.202281510698896,False,False,True,3,True,False,True,1,1,1,0,0,0,0
R0638,638,INFEASIBLE,1.6889167721517753,54.18168479202834,False,False,True,3,True,False,True,1,1,1,0,0,0,0
R0639,639,EASY,1.2127222612354789,28.778827510911807,False,True,False,5,False,True,True,1,1,1,0,1,0,1
R0640,640,FRAGILE,1.0945004421784827,24.29433391946856,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0641,641,INFEASIBLE,2.914414488579653,30.125226164649085,False,False,True,2,True,False,True,1,0,1,0,0,0,0
R0642,642,FRAGILE,1.19059080831063,112.4907179077619,True,True,True,1,False,False,True,0,0,0,1,0,0,0
R0643,643,FRAGILE,0.6129183921684442,54.29709818970863,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0644,644,EASY,0.6943969225193274,109.82860158049624,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0645,645,EASY,1.5561385613943284,52.18138916784527,False,True,False,5,False,True,True,1,1,1,1,1,0,0
R0646,646,FRAGILE,1.5442211508368706,23.45487916995376,False,True,False,7,False,True,True,1,1,1,1,1,1,1
R0647,647,FRAGILE,1.8229087747933224,118.72101109786716,False,True,False,2,False,True,True,0,1,1,0,0,0,0
R0648,648,EASY,0.7142753813089386,66.74564875374313,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0649,649,EASY,0.5470694643395168,69.8745904385691,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0650,650,FRAGILE,2.369154862065809,112.36376331508198,True,True,True,2,False,False,True,0,1,0,1,0,0,0
R0651,651,FRAGILE,0.4505639228040743,55.10158054937063,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0652,652,FRAGILE,2.1003544447020617,76.33559932886925,True,True,True,1,False,False,True,1,0,0,0,0,0,0
R0653,653,EASY,0.6294621414682858,106.752736946332,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0654,654,FRAGILE,0.8448425054312657,29.160844631168764,True,True,True,2,False,False,True,0,0,0,0,0,1,1
R0655,655,FRAGILE,0.9888568523983284,77.5615619706991,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0656,656,EASY,0.5647732719503702,111.4985589146321,False,True,False,2,False,True,True,1,0,1,0,0,0,0
R0657,657,EASY,2.0771074237570604,96.00245694468732,False,True,False,2,False,True,True,1,0,1,0,0,0,0
R0658,658,FRAGILE,0.7608724308888957,68.78870882549714,False,True,False,5,False,True,True,1,1,1,1,0,0,1
R0659,659,INFEASIBLE,1.318015449984061,102.83790287354502,False,False,True,4,True,False,True,1,1,1,1,0,0,0
R0660,660,EASY,1.431310577863199,53.09162660445784,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0661,661,EASY,0.5405462382755493,80.23458474210375,True,True,True,1,False,False,True,0,1,0,0,0,0,0
R0662,662,EASY,0.5242622110002225,112.89876505293954,True,True,True,1,False,False,True,0,1,0,0,0,0,0
R0663,663,FRAGILE,1.6825513245833426,39.195392532061305,False,True,False,5,False,True,True,1,1,1,1,1,0,0
R0664,664,FRAGILE,1.7548323192296134,101.85907440170254,False,True,False,6,False,True,True,1,0,1,1,1,1,1
R0665,665,EASY,1.95628164783806,81.10167256162097,False,True,False,2,False,True,True,1,0,1,0,0,0,0
R0666,666,EASY,1.1867359403419642,83.7545871553241,True,True,True,2,False,False,True,0,1,0,0,0,1,0
R0667,667,INFEASIBLE,2.278791003739908,32.56397948683396,False,False,True,2,True,False,True,1,0,1,0,0,0,0
R0668,668,FRAGILE,1.7057639579329322,115.6695060173455,False,True,False,3,False,True,True,1,0,1,1,0,0,0
R0669,669,EASY,0.8728724389604108,35.08771599217479,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0670,670,FRAGILE,1.2815678529325962,82.24990899380731,False,True,False,2,False,True,True,1,0,1,0,0,0,0
R0671,671,FRAGILE,1.8518590703206768,108.8570639308371,False,True,False,4,False,True,True,1,0,1,1,1,0,0
R0672,672,INFEASIBLE,1.2458156440658814,55.19086437573635,False,False,True,2,True,False,True,1,0,1,0,0,0,0
R0673,673,FRAGILE,0.5312074175674304,100.2979746360598,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0674,674,EASY,0.4842726650464061,37.66025763912455,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0675,675,EASY,0.4336160981459833,91.82961639438987,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0676,676,FRAGILE,1.025987129289194,31.728336692772928,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0677,677,FRAGILE,1.219221420776197,119.96690504613336,False,True,False,3,False,True,True,1,0,1,0,1,0,0
R0678,678,INFEASIBLE,2.368467445315166,83.69585482997493,False,False,True,3,True,False,True,1,1,1,0,0,0,0
R0679,679,FRAGILE,1.3844102537577925,103.226385061215,False,True,False,3,False,True,True,1,1,1,0,0,0,0
R0680,680,FRAGILE,0.7933983488246269,52.698007171658766,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0681,681,EASY,0.6182950028853075,69.10932286557531,True,True,True,1,False,False,True,0,1,0,0,0,0,0
R0682,682,EASY,2.816903230389584,87.53837497138984,False,True,False,4,False,True,True,1,1,1,1,0,0,0
R0683,683,FRAGILE,1.529202995770801,106.3609615735246,False,True,False,3,False,True,True,1,0,1,1,0,0,0
R0684,684,INFEASIBLE,1.1126376275831538,56.06173779035748,False,False,True,3,True,False,True,1,1,1,0,0,0,0
R0685,685,EASY,1.1224418383227708,28.39690801235009,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0686,686,FRAGILE,2.322740274602032,114.77515860763756,False,True,False,2,False,True,True,0,1,1,0,0,0,0
R0687,687,INFEASIBLE,0.6316107738644191,64.52763150697238,False,False,True,2,True,False,True,1,0,1,0,0,0,0
R0688,688,FRAGILE,0.78738914543779,47.63377856753226,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0689,689,FRAGILE,1.4307535634608606,102.26437420751608,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0690,690,EASY,1.8641528793176163,53.89442430753075,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0691,691,INFEASIBLE,1.015185142138797,23.63324156189832,False,False,True,2,True,False,True,1,0,1,0,0,0,0
R0692,692,FRAGILE,2.592541374624941,66.16646598801526,False,True,False,2,False,True,True,0,1,1,0,0,0,0
R0693,693,EASY,2.2662041824073462,100.6754412250433,False,True,False,1,False,True,True,0,0,1,0,0,0,0
R0694,694,EASY,0.6064192681585799,117.41138600166244,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0695,695,FRAGILE,1.5896608108139128,90.56560793287797,False,True,False,4,False,True,True,1,0,1,1,0,0,1
R0696,696,FRAGILE,0.8902410956050526,62.94775043000496,False,True,False,3,False,True,True,1,0,1,1,0,0,0
R0697,697,EASY,0.8288425806718773,83.84203823334897,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0698,698,INFEASIBLE,2.582780360945717,57.29817222038726,False,False,True,2,True,False,True,0,1,1,0,0,0,0
R0699,699,EASY,0.678097357612107,62.65763977714684,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0700,700,EASY,1.987224985497112,100.66159478473286,False,True,False,3,False,True,True,1,1,1,0,0,0,0
R0701,701,FRAGILE,1.6735033973757507,65.73425261613646,False,True,False,4,False,True,True,1,1,1,1,0,0,0
R0702,702,FRAGILE,1.0124586601574384,108.5555072038516,True,True,True,1,False,False,True,0,0,0,1,0,0,0
R0703,703,FRAGILE,1.5304537297995986,109.74934186972337,False,True,False,2,False,True,True,0,1,1,0,0,0,0
R0704,704,FRAGILE,1.788083534829689,48.973208916412176,False,True,False,5,False,True,True,1,1,1,1,1,0,0
R0705,705,FRAGILE,1.945150945660073,70.81684536326786,False,True,False,4,False,True,True,1,1,1,1,0,0,0
R0706,706,EASY,1.0930494600324714,76.3008565418418,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0707,707,FRAGILE,1.3999107372509574,106.97664078808042,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0708,708,EASY,1.2516950174417751,72.89941453327694,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0709,709,EASY,1.7299331226105026,29.73650530388513,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0710,710,FRAGILE,0.7428343591435551,67.96716426831802,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0711,711,FRAGILE,2.003599504826413,96.18159444238142,False,True,False,2,False,True,True,1,0,1,0,0,0,0
R0712,712,FRAGILE,1.5027495080338993,99.657317694495,True,True,True,2,False,False,True,0,0,0,1,0,1,0
R0713,713,FRAGILE,2.0559400734204765,50.61595308141675,True,True,True,1,False,False,True,0,0,0,1,0,0,0
R0714,714,INFEASIBLE,1.5765483751314968,47.51107526537662,False,False,True,2,True,False,True,1,0,1,0,0,0,0
R0715,715,EASY,1.1703477521421808,22.920765679728525,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0716,716,INFEASIBLE,1.3707305457926064,32.15498679714351,False,False,True,2,True,False,True,1,0,1,0,0,0,0
R0717,717,EASY,0.8710686003868033,90.9644238331887,True,True,True,2,False,False,True,0,1,0,1,0,0,0
R0718,718,FRAGILE,1.4395230421459804,57.90379042498048,False,True,False,6,False,True,True,1,1,1,1,1,1,0
R0719,719,FRAGILE,1.3228994017219509,54.98365583169644,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0720,720,EASY,1.1002099985048024,95.24101551291412,True,True,True,1,False,False,True,0,0,0,0,0,0,1
R0721,721,INFEASIBLE,2.228745869738595,77.77626825679647,False,False,True,1,True,False,True,0,0,1,0,0,0,0
R0722,722,FRAGILE,1.7880999835930649,92.6196810743221,False,True,False,2,False,True,True,1,0,1,0,0,0,0
R0723,723,FRAGILE,1.242369268019852,51.49441764047593,True,True,True,0,False,False,False,0,0,0,0,0,0,0
R0724,724,FRAGILE,1.400335825723504,79.68526027645336,False,True,False,5,False,True,True,1,1,1,1,0,0,1
R0725,725,INFEASIBLE,1.710799426310307,41.93394806078665,False,False,True,3,True,False,True,1,1,1,0,0,0,0
